ID,none,disgust,like,happiness,sadness,surprise,anger,fear
12818,1,0,0,0,0,0,0,0
12819,1,0,0,0,0,0,0,0
12820,1,0,0,0,0,0,0,0
12821,1,0,0,0,0,0,0,0
12822,0,0,0,0,1,0,0,0
12823,1,0,0,0,0,0,0,0
12824,1,0,0,0,0,0,0,0
12825,0,0,1,0,0,0,0,0
12826,1,0,0,0,0,0,0,0
12827,1,0,0,0,0,0,0,0
12828,1,0,0,0,0,0,0,0
12829,0,1,0,0,0,0,0,0
12830,0,0,1,0,0,0,0,0
12831,0,1,0,0,0,0,0,0
12832,1,0,0,0,0,0,0,0
12833,1,0,0,0,0,0,0,0
12834,0,0,0,1,0,0,0,0
12835,0,1,0,0,0,0,0,0
12836,0,0,1,0,0,0,0,0
12837,0,0,0,1,0,0,0,0
12838,1,0,0,0,0,0,0,0
12839,1,0,0,0,0,0,0,0
12840,1,0,0,0,0,0,0,0
12841,1,0,0,0,0,0,0,0
12842,1,0,0,0,0,0,0,0
12843,1,0,0,0,0,0,0,0
12844,0,0,1,0,0,0,0,0
12845,1,0,0,0,0,0,0,0
12846,1,0,0,0,0,0,0,0
12847,1,0,0,0,0,0,0,0
12848,1,0,0,0,0,0,0,0
12849,1,0,0,0,0,0,0,0
12850,1,0,0,0,0,0,0,0
12851,0,0,1,0,0,0,0,0
12852,0,0,0,0,0,0,0,1
12853,0,0,1,0,0,0,0,0
12854,0,0,0,0,1,0,0,0
12855,1,0,0,0,0,0,0,0
12856,1,0,0,0,0,0,0,0
12857,1,0,0,0,0,0,0,0
12858,1,0,0,0,0,0,0,0
12859,0,0,0,1,0,0,0,0
12860,0,0,1,0,0,0,0,0
12861,1,0,0,0,0,0,0,0
12862,0,0,0,0,1,0,0,0
12863,1,0,0,0,0,0,0,0
12864,1,0,0,0,0,0,0,0
12865,1,0,0,0,0,0,0,0
12866,1,0,0,0,0,0,0,0
12867,1,0,0,0,0,0,0,0
12868,1,0,0,0,0,0,0,0
12869,1,0,0,0,0,0,0,0
12870,1,0,0,0,0,0,0,0
12871,1,0,0,0,0,0,0,0
12872,1,0,0,0,0,0,0,0
12873,1,0,0,0,0,0,0,0
12874,0,0,0,1,0,0,0,0
12875,0,0,0,0,1,0,0,0
12876,1,0,0,0,0,0,0,0
12877,0,0,0,1,0,0,0,0
12878,0,0,0,0,1,0,0,0
12879,1,0,0,0,0,0,0,0
12880,1,0,0,0,0,0,0,0
12881,1,0,0,0,0,0,0,0
12882,1,0,0,0,0,0,0,0
12883,0,0,0,1,0,0,0,0
12884,1,0,0,0,0,0,0,0
12885,1,0,0,0,0,0,0,0
12886,1,0,0,0,0,0,0,0
12887,0,0,1,0,0,0,0,0
12888,0,0,1,0,0,0,0,0
12889,1,0,0,0,0,0,0,0
12890,0,0,0,1,0,0,0,0
12891,0,0,1,0,0,0,0,0
12892,1,0,0,0,0,0,0,0
12893,0,0,1,0,0,0,0,0
12894,1,0,0,0,0,0,0,0
12895,1,0,0,0,0,0,0,0
12896,1,0,0,0,0,0,0,0
12897,0,1,0,0,0,0,0,0
12898,1,0,0,0,0,0,0,0
12899,0,0,0,0,1,0,0,0
12900,1,0,0,0,0,0,0,0
12901,1,0,0,0,0,0,0,0
12902,1,0,0,0,0,0,0,0
12903,1,0,0,0,0,0,0,0
12904,0,0,0,1,0,0,0,0
12905,1,0,0,0,0,0,0,0
12906,0,0,0,0,0,0,1,0
12907,1,0,0,0,0,0,0,0
12908,1,0,0,0,0,0,0,0
12909,1,0,0,0,0,0,0,0
12910,0,0,1,0,0,0,0,0
12911,0,0,0,0,0,0,1,0
12912,1,0,0,0,0,0,0,0
12913,1,0,0,0,0,0,0,0
12914,0,0,1,0,0,0,0,0
12915,1,0,0,0,0,0,0,0
12916,1,0,0,0,0,0,0,0
12917,1,0,0,0,0,0,0,0
12918,1,0,0,0,0,0,0,0
12919,0,0,1,0,0,0,0,0
12920,1,0,0,0,0,0,0,0
12921,0,0,0,1,0,0,0,0
12922,0,0,1,0,0,0,0,0
12923,1,0,0,0,0,0,0,0
12924,0,0,1,0,0,0,0,0
12925,0,0,0,0,1,0,0,0
12926,1,0,0,0,0,0,0,0
12927,1,0,0,0,0,0,0,0
12928,1,0,0,0,0,0,0,0
12929,0,0,0,0,0,1,0,0
12930,0,1,0,0,0,0,0,0
12931,1,0,0,0,0,0,0,0
12932,1,0,0,0,0,0,0,0
12933,1,0,0,0,0,0,0,0
12934,1,0,0,0,0,0,0,0
12935,1,0,0,0,0,0,0,0
12936,1,0,0,0,0,0,0,0
12937,1,0,0,0,0,0,0,0
12938,0,0,0,0,1,0,0,0
12939,0,0,0,0,1,0,0,0
12940,1,0,0,0,0,0,0,0
12941,1,0,0,0,0,0,0,0
12942,0,0,0,0,0,0,1,0
12943,1,0,0,0,0,0,0,0
12944,0,0,1,0,0,0,0,0
12945,1,0,0,0,0,0,0,0
12946,0,0,1,0,0,0,0,0
12947,0,0,0,0,0,0,1,0
12948,0,0,0,1,0,0,0,0
12949,0,0,0,0,0,0,1,0
12950,0,0,0,1,0,0,0,0
12951,1,0,0,0,0,0,0,0
12952,1,0,0,0,0,0,0,0
12953,0,0,0,1,0,0,0,0
12954,0,0,0,1,0,0,0,0
12955,1,0,0,0,0,0,0,0
12956,1,0,0,0,0,0,0,0
12957,1,0,0,0,0,0,0,0
12958,1,0,0,0,0,0,0,0
12959,1,0,0,0,0,0,0,0
12960,1,0,0,0,0,0,0,0
12961,1,0,0,0,0,0,0,0
12962,1,0,0,0,0,0,0,0
12963,0,0,0,1,0,0,0,0
12964,1,0,0,0,0,0,0,0
12965,1,0,0,0,0,0,0,0
12966,0,0,1,0,0,0,0,0
12967,1,0,0,0,0,0,0,0
12968,0,0,0,0,1,0,0,0
12969,0,0,0,1,0,0,0,0
12970,0,0,1,0,0,0,0,0
12971,0,1,0,0,0,0,0,0
12972,0,0,1,0,0,0,0,0
12973,0,0,0,1,0,0,0,0
12974,1,0,0,0,0,0,0,0
12975,1,0,0,0,0,0,0,0
12976,1,0,0,0,0,0,0,0
12977,1,0,0,0,0,0,0,0
12978,1,0,0,0,0,0,0,0
12979,1,0,0,0,0,0,0,0
12980,1,0,0,0,0,0,0,0
12981,0,0,0,0,0,0,1,0
12982,0,0,0,1,0,0,0,0
12983,1,0,0,0,0,0,0,0
12984,1,0,0,0,0,0,0,0
12985,0,0,0,1,0,0,0,0
12986,0,1,0,0,0,0,0,0
12987,1,0,0,0,0,0,0,0
12988,0,0,0,0,0,0,1,0
12989,0,0,0,0,1,0,0,0
12990,0,0,1,0,0,0,0,0
12991,1,0,0,0,0,0,0,0
12992,0,0,1,0,0,0,0,0
12993,1,0,0,0,0,0,0,0
12994,0,0,0,1,0,0,0,0
12995,0,0,0,1,0,0,0,0
12996,1,0,0,0,0,0,0,0
12997,0,0,0,0,1,0,0,0
12998,0,0,0,0,0,0,1,0
12999,0,0,1,0,0,0,0,0
13000,1,0,0,0,0,0,0,0
13001,0,0,0,1,0,0,0,0
13002,1,0,0,0,0,0,0,0
13003,0,1,0,0,0,0,0,0
13004,1,0,0,0,0,0,0,0
13005,1,0,0,0,0,0,0,0
13006,1,0,0,0,0,0,0,0
13007,1,0,0,0,0,0,0,0
13008,1,0,0,0,0,0,0,0
13009,0,0,0,1,0,0,0,0
13010,1,0,0,0,0,0,0,0
13011,1,0,0,0,0,0,0,0
13012,1,0,0,0,0,0,0,0
13013,1,0,0,0,0,0,0,0
13014,1,0,0,0,0,0,0,0
13015,0,0,0,0,1,0,0,0
13016,0,0,1,0,0,0,0,0
13017,1,0,0,0,0,0,0,0
13018,1,0,0,0,0,0,0,0
13019,1,0,0,0,0,0,0,0
13020,1,0,0,0,0,0,0,0
13021,1,0,0,0,0,0,0,0
13022,0,0,1,0,0,0,0,0
13023,0,0,0,1,0,0,0,0
13024,1,0,0,0,0,0,0,0
13025,1,0,0,0,0,0,0,0
13026,0,0,1,0,0,0,0,0
13027,1,0,0,0,0,0,0,0
13028,1,0,0,0,0,0,0,0
13029,0,0,0,0,0,0,1,0
13030,1,0,0,0,0,0,0,0
13031,0,0,1,0,0,0,0,0
13032,1,0,0,0,0,0,0,0
13033,0,0,1,0,0,0,0,0
13034,1,0,0,0,0,0,0,0
13035,1,0,0,0,0,0,0,0
13036,1,0,0,0,0,0,0,0
13037,0,1,0,0,0,0,0,0
13038,1,0,0,0,0,0,0,0
13039,0,1,0,0,0,0,0,0
13040,0,0,0,0,0,0,1,0
13041,0,0,0,0,0,0,1,0
13042,1,0,0,0,0,0,0,0
13043,0,0,1,0,0,0,0,0
13044,0,0,0,1,0,0,0,0
13045,1,0,0,0,0,0,0,0
13046,1,0,0,0,0,0,0,0
13047,1,0,0,0,0,0,0,0
13048,1,0,0,0,0,0,0,0
13049,1,0,0,0,0,0,0,0
13050,1,0,0,0,0,0,0,0
13051,0,0,0,1,0,0,0,0
13052,1,0,0,0,0,0,0,0
13053,1,0,0,0,0,0,0,0
13054,1,0,0,0,0,0,0,0
13055,1,0,0,0,0,0,0,0
13056,0,0,0,0,1,0,0,0
13057,1,0,0,0,0,0,0,0
13058,0,0,0,1,0,0,0,0
13059,0,1,0,0,0,0,0,0
13060,1,0,0,0,0,0,0,0
13061,1,0,0,0,0,0,0,0
13062,1,0,0,0,0,0,0,0
13063,0,0,0,1,0,0,0,0
13064,1,0,0,0,0,0,0,0
13065,0,1,0,0,0,0,0,0
13066,1,0,0,0,0,0,0,0
13067,0,0,1,0,0,0,0,0
13068,1,0,0,0,0,0,0,0
13069,0,0,1,0,0,0,0,0
13070,1,0,0,0,0,0,0,0
13071,1,0,0,0,0,0,0,0
13072,0,0,0,1,0,0,0,0
13073,1,0,0,0,0,0,0,0
13074,1,0,0,0,0,0,0,0
13075,1,0,0,0,0,0,0,0
13076,0,1,0,0,0,0,0,0
13077,1,0,0,0,0,0,0,0
13078,0,0,0,1,0,0,0,0
13079,1,0,0,0,0,0,0,0
13080,1,0,0,0,0,0,0,0
13081,0,0,0,0,0,0,1,0
13082,0,0,1,0,0,0,0,0
13083,1,0,0,0,0,0,0,0
13084,1,0,0,0,0,0,0,0
13085,1,0,0,0,0,0,0,0
13086,1,0,0,0,0,0,0,0
13087,1,0,0,0,0,0,0,0
13088,1,0,0,0,0,0,0,0
13089,1,0,0,0,0,0,0,0
13090,0,0,0,0,0,0,1,0
13091,0,0,1,0,0,0,0,0
13092,1,0,0,0,0,0,0,0
13093,0,0,0,0,1,0,0,0
13094,1,0,0,0,0,0,0,0
13095,1,0,0,0,0,0,0,0
13096,0,0,0,0,1,0,0,0
13097,1,0,0,0,0,0,0,0
13098,1,0,0,0,0,0,0,0
13099,1,0,0,0,0,0,0,0
13100,0,1,0,0,0,0,0,0
13101,1,0,0,0,0,0,0,0
13102,1,0,0,0,0,0,0,0
13103,1,0,0,0,0,0,0,0
13104,1,0,0,0,0,0,0,0
13105,1,0,0,0,0,0,0,0
13106,1,0,0,0,0,0,0,0
13107,0,0,0,1,0,0,0,0
13108,1,0,0,0,0,0,0,0
13109,1,0,0,0,0,0,0,0
13110,0,0,1,0,0,0,0,0
13111,1,0,0,0,0,0,0,0
13112,0,0,0,0,0,0,1,0
13113,0,1,0,0,0,0,0,0
13114,0,0,0,1,0,0,0,0
13115,1,0,0,0,0,0,0,0
13116,0,0,1,0,0,0,0,0
13117,1,0,0,0,0,0,0,0
13118,0,0,1,0,0,0,0,0
13119,1,0,0,0,0,0,0,0
13120,1,0,0,0,0,0,0,0
13121,0,0,0,1,0,0,0,0
13122,0,0,0,0,1,0,0,0
13123,1,0,0,0,0,0,0,0
13124,1,0,0,0,0,0,0,0
13125,1,0,0,0,0,0,0,0
13126,1,0,0,0,0,0,0,0
13127,1,0,0,0,0,0,0,0
13128,1,0,0,0,0,0,0,0
13129,0,1,0,0,0,0,0,0
13130,1,0,0,0,0,0,0,0
13131,1,0,0,0,0,0,0,0
13132,0,1,0,0,0,0,0,0
13133,1,0,0,0,0,0,0,0
13134,1,0,0,0,0,0,0,0
13135,1,0,0,0,0,0,0,0
13136,1,0,0,0,0,0,0,0
13137,0,1,0,0,0,0,0,0
13138,0,0,0,0,1,0,0,0
13139,0,0,0,1,0,0,0,0
13140,1,0,0,0,0,0,0,0
13141,0,0,0,0,1,0,0,0
13142,1,0,0,0,0,0,0,0
13143,1,0,0,0,0,0,0,0
13144,1,0,0,0,0,0,0,0
13145,1,0,0,0,0,0,0,0
13146,1,0,0,0,0,0,0,0
13147,1,0,0,0,0,0,0,0
13148,0,1,0,0,0,0,0,0
13149,0,0,1,0,0,0,0,0
13150,1,0,0,0,0,0,0,0
13151,0,0,1,0,0,0,0,0
13152,1,0,0,0,0,0,0,0
13153,1,0,0,0,0,0,0,0
13154,0,0,1,0,0,0,0,0
13155,0,0,0,0,1,0,0,0
13156,0,0,0,0,0,0,1,0
13157,1,0,0,0,0,0,0,0
13158,1,0,0,0,0,0,0,0
13159,1,0,0,0,0,0,0,0
13160,0,1,0,0,0,0,0,0
13161,1,0,0,0,0,0,0,0
13162,1,0,0,0,0,0,0,0
13163,0,0,0,1,0,0,0,0
13164,0,0,0,1,0,0,0,0
13165,0,0,1,0,0,0,0,0
13166,1,0,0,0,0,0,0,0
13167,1,0,0,0,0,0,0,0
13168,0,0,0,0,1,0,0,0
13169,1,0,0,0,0,0,0,0
13170,0,0,1,0,0,0,0,0
13171,1,0,0,0,0,0,0,0
13172,1,0,0,0,0,0,0,0
13173,0,0,0,1,0,0,0,0
13174,1,0,0,0,0,0,0,0
13175,1,0,0,0,0,0,0,0
13176,0,0,1,0,0,0,0,0
13177,0,1,0,0,0,0,0,0
13178,0,0,0,1,0,0,0,0
13179,0,1,0,0,0,0,0,0
13180,1,0,0,0,0,0,0,0
13181,1,0,0,0,0,0,0,0
13182,0,0,1,0,0,0,0,0
13183,1,0,0,0,0,0,0,0
13184,1,0,0,0,0,0,0,0
13185,1,0,0,0,0,0,0,0
13186,1,0,0,0,0,0,0,0
13187,1,0,0,0,0,0,0,0
13188,0,0,1,0,0,0,0,0
13189,0,0,0,1,0,0,0,0
13190,0,0,1,0,0,0,0,0
13191,1,0,0,0,0,0,0,0
13192,0,0,1,0,0,0,0,0
13193,0,0,0,1,0,0,0,0
13194,1,0,0,0,0,0,0,0
13195,1,0,0,0,0,0,0,0
13196,1,0,0,0,0,0,0,0
13197,1,0,0,0,0,0,0,0
13198,1,0,0,0,0,0,0,0
13199,0,0,0,1,0,0,0,0
13200,1,0,0,0,0,0,0,0
13201,0,0,0,1,0,0,0,0
13202,0,0,0,0,0,0,1,0
13203,1,0,0,0,0,0,0,0
13204,1,0,0,0,0,0,0,0
13205,0,0,0,0,1,0,0,0
13206,1,0,0,0,0,0,0,0
13207,1,0,0,0,0,0,0,0
13208,0,0,0,0,1,0,0,0
13209,1,0,0,0,0,0,0,0
13210,1,0,0,0,0,0,0,0
13211,1,0,0,0,0,0,0,0
13212,0,0,1,0,0,0,0,0
13213,0,0,1,0,0,0,0,0
13214,0,0,1,0,0,0,0,0
13215,1,0,0,0,0,0,0,0
13216,1,0,0,0,0,0,0,0
13217,0,1,0,0,0,0,0,0
13218,0,1,0,0,0,0,0,0
13219,0,0,0,0,0,0,1,0
13220,1,0,0,0,0,0,0,0
13221,1,0,0,0,0,0,0,0
13222,0,0,1,0,0,0,0,0
13223,1,0,0,0,0,0,0,0
13224,0,0,0,1,0,0,0,0
13225,1,0,0,0,0,0,0,0
13226,1,0,0,0,0,0,0,0
13227,0,0,1,0,0,0,0,0
13228,1,0,0,0,0,0,0,0
13229,0,0,0,1,0,0,0,0
13230,1,0,0,0,0,0,0,0
13231,1,0,0,0,0,0,0,0
13232,1,0,0,0,0,0,0,0
13233,0,1,0,0,0,0,0,0
13234,1,0,0,0,0,0,0,0
13235,1,0,0,0,0,0,0,0
13236,0,0,0,0,1,0,0,0
13237,1,0,0,0,0,0,0,0
13238,1,0,0,0,0,0,0,0
13239,0,0,0,0,1,0,0,0
13240,1,0,0,0,0,0,0,0
13241,1,0,0,0,0,0,0,0
13242,1,0,0,0,0,0,0,0
13243,0,0,1,0,0,0,0,0
13244,1,0,0,0,0,0,0,0
13245,0,0,1,0,0,0,0,0
13246,1,0,0,0,0,0,0,0
13247,1,0,0,0,0,0,0,0
13248,0,0,0,0,1,0,0,0
13249,1,0,0,0,0,0,0,0
13250,0,0,1,0,0,0,0,0
13251,0,0,0,1,0,0,0,0
13252,0,1,0,0,0,0,0,0
13253,1,0,0,0,0,0,0,0
13254,0,1,0,0,0,0,0,0
13255,0,0,1,0,0,0,0,0
13256,1,0,0,0,0,0,0,0
13257,0,0,1,0,0,0,0,0
13258,1,0,0,0,0,0,0,0
13259,0,0,1,0,0,0,0,0
13260,1,0,0,0,0,0,0,0
13261,1,0,0,0,0,0,0,0
13262,1,0,0,0,0,0,0,0
13263,0,1,0,0,0,0,0,0
13264,0,0,0,1,0,0,0,0
13265,1,0,0,0,0,0,0,0
13266,0,0,0,0,1,0,0,0
13267,1,0,0,0,0,0,0,0
13268,0,0,0,0,0,0,1,0
13269,0,0,0,1,0,0,0,0
13270,0,0,0,1,0,0,0,0
13271,1,0,0,0,0,0,0,0
13272,0,0,1,0,0,0,0,0
13273,0,0,0,0,1,0,0,0
13274,0,0,0,0,1,0,0,0
13275,1,0,0,0,0,0,0,0
13276,0,0,1,0,0,0,0,0
13277,1,0,0,0,0,0,0,0
13278,1,0,0,0,0,0,0,0
13279,1,0,0,0,0,0,0,0
13280,1,0,0,0,0,0,0,0
13281,0,0,1,0,0,0,0,0
13282,0,0,0,0,1,0,0,0
13283,0,0,0,1,0,0,0,0
13284,1,0,0,0,0,0,0,0
13285,1,0,0,0,0,0,0,0
13286,0,0,0,0,1,0,0,0
13287,1,0,0,0,0,0,0,0
13288,0,0,1,0,0,0,0,0
13289,1,0,0,0,0,0,0,0
13290,0,0,1,0,0,0,0,0
13291,0,0,1,0,0,0,0,0
13292,1,0,0,0,0,0,0,0
13293,0,0,0,0,0,0,1,0
13294,1,0,0,0,0,0,0,0
13295,0,0,1,0,0,0,0,0
13296,0,0,0,0,0,0,1,0
13297,0,0,0,1,0,0,0,0
13298,1,0,0,0,0,0,0,0
13299,0,0,1,0,0,0,0,0
13300,1,0,0,0,0,0,0,0
13301,1,0,0,0,0,0,0,0
13302,0,0,1,0,0,0,0,0
13303,1,0,0,0,0,0,0,0
13304,1,0,0,0,0,0,0,0
13305,1,0,0,0,0,0,0,0
13306,0,0,0,1,0,0,0,0
13307,1,0,0,0,0,0,0,0
13308,1,0,0,0,0,0,0,0
13309,1,0,0,0,0,0,0,0
13310,0,0,0,0,0,0,1,0
13311,1,0,0,0,0,0,0,0
13312,0,0,1,0,0,0,0,0
13313,1,0,0,0,0,0,0,0
13314,1,0,0,0,0,0,0,0
13315,0,0,1,0,0,0,0,0
13316,1,0,0,0,0,0,0,0
13317,0,0,0,0,1,0,0,0
13318,1,0,0,0,0,0,0,0
13319,0,0,0,1,0,0,0,0
13320,0,0,0,1,0,0,0,0
13321,1,0,0,0,0,0,0,0
13322,1,0,0,0,0,0,0,0
13323,1,0,0,0,0,0,0,0
13324,1,0,0,0,0,0,0,0
13325,1,0,0,0,0,0,0,0
13326,0,0,0,1,0,0,0,0
13327,1,0,0,0,0,0,0,0
13328,0,0,0,0,0,0,1,0
13329,1,0,0,0,0,0,0,0
13330,1,0,0,0,0,0,0,0
13331,1,0,0,0,0,0,0,0
13332,0,0,0,1,0,0,0,0
13333,1,0,0,0,0,0,0,0
13334,1,0,0,0,0,0,0,0
13335,1,0,0,0,0,0,0,0
13336,0,0,0,0,1,0,0,0
13337,1,0,0,0,0,0,0,0
13338,1,0,0,0,0,0,0,0
13339,1,0,0,0,0,0,0,0
13340,1,0,0,0,0,0,0,0
13341,1,0,0,0,0,0,0,0
13342,1,0,0,0,0,0,0,0
13343,0,0,1,0,0,0,0,0
13344,0,0,0,0,1,0,0,0
13345,0,0,1,0,0,0,0,0
13346,1,0,0,0,0,0,0,0
13347,1,0,0,0,0,0,0,0
13348,1,0,0,0,0,0,0,0
13349,1,0,0,0,0,0,0,0
13350,1,0,0,0,0,0,0,0
13351,1,0,0,0,0,0,0,0
13352,0,0,0,1,0,0,0,0
13353,1,0,0,0,0,0,0,0
13354,1,0,0,0,0,0,0,0
13355,1,0,0,0,0,0,0,0
13356,1,0,0,0,0,0,0,0
13357,1,0,0,0,0,0,0,0
13358,0,0,0,1,0,0,0,0
13359,1,0,0,0,0,0,0,0
13360,1,0,0,0,0,0,0,0
13361,0,0,1,0,0,0,0,0
13362,0,0,1,0,0,0,0,0
13363,0,1,0,0,0,0,0,0
13364,1,0,0,0,0,0,0,0
13365,1,0,0,0,0,0,0,0
13366,0,1,0,0,0,0,0,0
13367,1,0,0,0,0,0,0,0
13368,0,0,1,0,0,0,0,0
13369,0,1,0,0,0,0,0,0
13370,1,0,0,0,0,0,0,0
13371,0,1,0,0,0,0,0,0
13372,1,0,0,0,0,0,0,0
13373,0,0,0,0,0,0,1,0
13374,1,0,0,0,0,0,0,0
13375,1,0,0,0,0,0,0,0
13376,1,0,0,0,0,0,0,0
13377,1,0,0,0,0,0,0,0
13378,0,0,0,1,0,0,0,0
13379,0,1,0,0,0,0,0,0
13380,1,0,0,0,0,0,0,0
13381,1,0,0,0,0,0,0,0
13382,0,0,0,1,0,0,0,0
13383,1,0,0,0,0,0,0,0
13384,1,0,0,0,0,0,0,0
13385,0,1,0,0,0,0,0,0
13386,0,0,0,1,0,0,0,0
13387,1,0,0,0,0,0,0,0
13388,0,0,1,0,0,0,0,0
13389,1,0,0,0,0,0,0,0
13390,0,0,0,0,1,0,0,0
13391,0,0,1,0,0,0,0,0
13392,0,0,1,0,0,0,0,0
13393,0,1,0,0,0,0,0,0
13394,1,0,0,0,0,0,0,0
13395,1,0,0,0,0,0,0,0
13396,0,0,1,0,0,0,0,0
13397,1,0,0,0,0,0,0,0
13398,0,0,1,0,0,0,0,0
13399,0,0,1,0,0,0,0,0
13400,1,0,0,0,0,0,0,0
13401,1,0,0,0,0,0,0,0
13402,0,0,0,1,0,0,0,0
13403,1,0,0,0,0,0,0,0
13404,1,0,0,0,0,0,0,0
13405,0,0,1,0,0,0,0,0
13406,1,0,0,0,0,0,0,0
13407,0,0,0,0,1,0,0,0
13408,0,0,0,0,0,0,1,0
13409,1,0,0,0,0,0,0,0
13410,1,0,0,0,0,0,0,0
13411,1,0,0,0,0,0,0,0
13412,0,0,1,0,0,0,0,0
13413,1,0,0,0,0,0,0,0
13414,0,0,0,1,0,0,0,0
13415,0,0,1,0,0,0,0,0
13416,1,0,0,0,0,0,0,0
13417,1,0,0,0,0,0,0,0
13418,1,0,0,0,0,0,0,0
13419,0,0,0,0,0,0,1,0
13420,0,0,0,0,1,0,0,0
13421,1,0,0,0,0,0,0,0
13422,0,0,0,0,0,0,1,0
13423,0,0,0,1,0,0,0,0
13424,1,0,0,0,0,0,0,0
13425,0,0,1,0,0,0,0,0
13426,1,0,0,0,0,0,0,0
13427,1,0,0,0,0,0,0,0
13428,0,0,1,0,0,0,0,0
13429,1,0,0,0,0,0,0,0
13430,1,0,0,0,0,0,0,0
13431,0,0,0,0,1,0,0,0
13432,1,0,0,0,0,0,0,0
13433,1,0,0,0,0,0,0,0
13434,0,0,0,1,0,0,0,0
13435,1,0,0,0,0,0,0,0
13436,0,0,0,0,0,1,0,0
13437,0,0,0,0,0,0,1,0
13438,1,0,0,0,0,0,0,0
13439,1,0,0,0,0,0,0,0
13440,0,0,0,1,0,0,0,0
13441,1,0,0,0,0,0,0,0
13442,1,0,0,0,0,0,0,0
13443,0,0,0,0,1,0,0,0
13444,1,0,0,0,0,0,0,0
13445,1,0,0,0,0,0,0,0
13446,0,0,1,0,0,0,0,0
13447,1,0,0,0,0,0,0,0
13448,1,0,0,0,0,0,0,0
13449,0,0,1,0,0,0,0,0
13450,1,0,0,0,0,0,0,0
13451,0,0,1,0,0,0,0,0
13452,1,0,0,0,0,0,0,0
13453,1,0,0,0,0,0,0,0
13454,0,0,0,0,0,0,1,0
13455,0,0,0,0,0,0,1,0
13456,1,0,0,0,0,0,0,0
13457,1,0,0,0,0,0,0,0
13458,0,0,0,0,1,0,0,0
13459,1,0,0,0,0,0,0,0
13460,0,0,1,0,0,0,0,0
13461,1,0,0,0,0,0,0,0
13462,1,0,0,0,0,0,0,0
13463,1,0,0,0,0,0,0,0
13464,0,1,0,0,0,0,0,0
13465,0,0,1,0,0,0,0,0
13466,0,0,0,1,0,0,0,0
13467,1,0,0,0,0,0,0,0
13468,0,1,0,0,0,0,0,0
13469,1,0,0,0,0,0,0,0
13470,1,0,0,0,0,0,0,0
13471,1,0,0,0,0,0,0,0
13472,0,0,0,0,1,0,0,0
13473,1,0,0,0,0,0,0,0
13474,0,0,1,0,0,0,0,0
13475,1,0,0,0,0,0,0,0
13476,1,0,0,0,0,0,0,0
13477,0,0,1,0,0,0,0,0
13478,0,0,0,1,0,0,0,0
13479,1,0,0,0,0,0,0,0
13480,0,0,1,0,0,0,0,0
13481,0,0,1,0,0,0,0,0
13482,0,1,0,0,0,0,0,0
13483,1,0,0,0,0,0,0,0
13484,0,0,1,0,0,0,0,0
13485,1,0,0,0,0,0,0,0
13486,1,0,0,0,0,0,0,0
13487,0,1,0,0,0,0,0,0
13488,0,0,1,0,0,0,0,0
13489,1,0,0,0,0,0,0,0
13490,1,0,0,0,0,0,0,0
13491,1,0,0,0,0,0,0,0
13492,1,0,0,0,0,0,0,0
13493,1,0,0,0,0,0,0,0
13494,1,0,0,0,0,0,0,0
13495,0,0,0,1,0,0,0,0
13496,1,0,0,0,0,0,0,0
13497,1,0,0,0,0,0,0,0
13498,1,0,0,0,0,0,0,0
13499,0,0,0,1,0,0,0,0
13500,1,0,0,0,0,0,0,0
13501,0,0,0,0,1,0,0,0
13502,1,0,0,0,0,0,0,0
13503,1,0,0,0,0,0,0,0
13504,1,0,0,0,0,0,0,0
13505,1,0,0,0,0,0,0,0
13506,0,0,0,0,0,0,1,0
13507,0,0,0,0,1,0,0,0
13508,1,0,0,0,0,0,0,0
13509,1,0,0,0,0,0,0,0
13510,0,0,0,1,0,0,0,0
13511,1,0,0,0,0,0,0,0
13512,1,0,0,0,0,0,0,0
13513,1,0,0,0,0,0,0,0
13514,1,0,0,0,0,0,0,0
13515,0,0,0,1,0,0,0,0
13516,1,0,0,0,0,0,0,0
13517,1,0,0,0,0,0,0,0
13518,1,0,0,0,0,0,0,0
13519,0,0,0,0,1,0,0,0
13520,0,0,0,1,0,0,0,0
13521,0,1,0,0,0,0,0,0
13522,1,0,0,0,0,0,0,0
13523,0,0,1,0,0,0,0,0
13524,0,0,1,0,0,0,0,0
13525,0,0,0,0,1,0,0,0
13526,0,0,0,1,0,0,0,0
13527,0,0,0,0,1,0,0,0
13528,1,0,0,0,0,0,0,0
13529,1,0,0,0,0,0,0,0
13530,1,0,0,0,0,0,0,0
13531,1,0,0,0,0,0,0,0
13532,1,0,0,0,0,0,0,0
13533,1,0,0,0,0,0,0,0
13534,0,1,0,0,0,0,0,0
13535,1,0,0,0,0,0,0,0
13536,1,0,0,0,0,0,0,0
13537,1,0,0,0,0,0,0,0
13538,0,0,0,0,0,0,1,0
13539,1,0,0,0,0,0,0,0
13540,0,1,0,0,0,0,0,0
13541,1,0,0,0,0,0,0,0
13542,1,0,0,0,0,0,0,0
13543,0,0,0,0,1,0,0,0
13544,1,0,0,0,0,0,0,0
13545,1,0,0,0,0,0,0,0
13546,0,0,0,0,1,0,0,0
13547,1,0,0,0,0,0,0,0
13548,1,0,0,0,0,0,0,0
13549,1,0,0,0,0,0,0,0
13550,1,0,0,0,0,0,0,0
13551,0,0,0,1,0,0,0,0
13552,0,1,0,0,0,0,0,0
